cell_id,dataset,n_train,method,seed,tuning_budget,status,metric,value
adult__n5000__ucsmote__seed3__budget20,adult,5000,ucsmote,3,20,ok,metric_tvd_mean,0.04122222222222222
adult__n5000__ucsmote__seed4__budget0,adult,5000,ucsmote,4,0,ok,metric_tvd_mean,0.03915555555555556
adult__n5000__ucsmote__seed4__budget20,adult,5000,ucsmote,4,20,ok,metric_tvd_mean,0.037822222222222215
adult__n500__copula__seed0__budget0,adult,500,copula,0,0,ok,metric_tvd_mean,0.06466666666666668
adult__n500__copula__seed1__budget0,adult,500,copula,1,0,ok,metric_tvd_mean,0.05888888888888889
adult__n500__copula__seed2__budget0,adult,500,copula,2,0,ok,metric_tvd_mean,0.04288888888888889
adult__n500__copula__seed3__budget0,adult,500,copula,3,0,ok,metric_tvd_mean,0.060666666666666674
adult__n500__copula__seed4__budget0,adult,500,copula,4,0,ok,metric_tvd_mean,0.047999999999999994
adult__n500__ctgan__seed0__budget20,adult,500,ctgan,0,20,ok,metric_tvd_mean,0.0688888888888889
adult__n500__ctgan__seed1__budget20,adult,500,ctgan,1,20,ok,metric_tvd_mean,0.06933333333333333
adult__n500__ctgan__seed2__budget20,adult,500,ctgan,2,20,ok,metric_tvd_mean,0.10466666666666667
adult__n500__ctgan__seed3__budget20,adult,500,ctgan,3,20,ok,metric_tvd_mean,0.08555555555555555
adult__n500__ctgan__seed4__budget20,adult,500,ctgan,4,20,ok,metric_tvd_mean,0.10266666666666668
adult__n500__marginals__seed0__budget0,adult,500,marginals,0,0,ok,metric_tvd_mean,0.062000000000000006
adult__n500__marginals__seed1__budget0,adult,500,marginals,1,0,ok,metric_tvd_mean,0.05555555555555555
adult__n500__marginals__seed2__budget0,adult,500,marginals,2,0,ok,metric_tvd_mean,0.04955555555555555
adult__n500__marginals__seed3__budget0,adult,500,marginals,3,0,ok,metric_tvd_mean,0.05888888888888889
adult__n500__marginals__seed4__budget0,adult,500,marginals,4,0,ok,metric_tvd_mean,0.05866666666666667
adult__n500__real_subsample__seed0__budget0,adult,500,real_subsample,0,0,ok,metric_tvd_mean,0.05111111111111111
adult__n500__real_subsample__seed1__budget0,adult,500,real_subsample,1,0,ok,metric_tvd_mean,0.04555555555555556
adult__n500__real_subsample__seed2__budget0,adult,500,real_subsample,2,0,ok,metric_tvd_mean,0.03488888888888889
adult__n500__real_subsample__seed3__budget0,adult,500,real_subsample,3,0,ok,metric_tvd_mean,0.04533333333333332
adult__n500__real_subsample__seed4__budget0,adult,500,real_subsample,4,0,ok,metric_tvd_mean,0.03355555555555555
adult__n500__smote__seed0__budget20,adult,500,smote,0,20,ok,metric_tvd_mean,0.08088888888888889
adult__n500__smote__seed1__budget20,adult,500,smote,1,20,ok,metric_tvd_mean,0.082
adult__n500__smote__seed2__budget20,adult,500,smote,2,20,ok,metric_tvd_mean,0.055333333333333325
adult__n500__smote__seed3__budget20,adult,500,smote,3,20,ok,metric_tvd_mean,0.07422222222222222
adult__n500__smote__seed4__budget20,adult,500,smote,4,20,ok,metric_tvd_mean,0.059111111111111114
adult__n500__tabddpm__seed0__budget20,adult,500,tabddpm,0,20,ok,metric_tvd_mean,0.07466666666666667
adult__n500__tabddpm__seed1__budget20,adult,500,tabddpm,1,20,ok,metric_tvd_mean,0.07533333333333332
adult__n500__tabddpm__seed2__budget20,adult,500,tabddpm,2,20,ok,metric_tvd_mean,0.08644444444444445
adult__n500__tabddpm__seed3__budget20,adult,500,tabddpm,3,20,ok,metric_tvd_mean,0.12022222222222223
adult__n500__tabddpm__seed4__budget20,adult,500,tabddpm,4,20,ok,metric_tvd_mean,0.13955555555555554
adult__n500__tvae__seed0__budget20,adult,500,tvae,0,20,ok,metric_tvd_mean,0.11488888888888889
adult__n500__tvae__seed1__budget20,adult,500,tvae,1,20,ok,metric_tvd_mean,0.12044444444444445
adult__n500__tvae__seed2__budget20,adult,500,tvae,2,20,ok,metric_tvd_mean,0.0882222222222222
adult__n500__tvae__seed3__budget20,adult,500,tvae,3,20,ok,metric_tvd_mean,0.09533333333333333
adult__n500__tvae__seed4__budget20,adult,500,tvae,4,20,ok,metric_tvd_mean,0.09466666666666668
adult__n500__ucsmote__seed0__budget20,adult,500,ucsmote,0,20,ok,metric_tvd_mean,0.09444444444444444
adult__n500__ucsmote__seed1__budget20,adult,500,ucsmote,1,20,ok,metric_tvd_mean,0.07466666666666667
adult__n500__ucsmote__seed2__budget20,adult,500,ucsmote,2,20,ok,metric_tvd_mean,0.06822222222222223
adult__n500__ucsmote__seed3__budget20,adult,500,ucsmote,3,20,ok,metric_tvd_mean,0.07244444444444445
adult__n500__ucsmote__seed4__budget20,adult,500,ucsmote,4,20,ok,metric_tvd_mean,0.0648888888888889
bank__n10000__copula__seed0__budget0,bank,10000,copula,0,0,ok,metric_tvd_mean,0.01008798186442551
bank__n10000__copula__seed1__budget0,bank,10000,copula,1,0,ok,metric_tvd_mean,0.010913948910759693
bank__n10000__copula__seed2__budget0,bank,10000,copula,2,0,ok,metric_tvd_mean,0.013042146411589073
bank__n10000__copula__seed3__budget0,bank,10000,copula,3,0,ok,metric_tvd_mean,0.008806494526152826
bank__n10000__copula__seed4__budget0,bank,10000,copula,4,0,ok,metric_tvd_mean,0.010016413800729852
bank__n10000__ctgan__seed0__budget20,bank,10000,ctgan,0,20,ok,metric_tvd_mean,0.05150005197390247
bank__n10000__ctgan__seed1__budget20,bank,10000,ctgan,1,20,ok,metric_tvd_mean,0.051671197611412145
bank__n10000__ctgan__seed2__budget20,bank,10000,ctgan,2,20,ok,metric_tvd_mean,0.059949568727192294
bank__n10000__ctgan__seed3__budget20,bank,10000,ctgan,3,20,ok,metric_tvd_mean,0.062372275793431374
bank__n10000__ctgan__seed4__budget20,bank,10000,ctgan,4,20,ok,metric_tvd_mean,0.048428131151166655
bank__n10000__marginals__seed0__budget0,bank,10000,marginals,0,0,ok,metric_tvd_mean,0.01115628441888752
bank__n10000__marginals__seed1__budget0,bank,10000,marginals,1,0,ok,metric_tvd_mean,0.01089059935861993
bank__n10000__marginals__seed2__budget0,bank,10000,marginals,2,0,ok,metric_tvd_mean,0.010755023775295807
bank__n10000__marginals__seed3__budget0,bank,10000,marginals,3,0,ok,metric_tvd_mean,0.010192649563198045
bank__n10000__marginals__seed4__budget0,bank,10000,marginals,4,0,ok,metric_tvd_mean,0.009586560875815543
bank__n10000__real_subsample__seed0__budget0,bank,10000,real_subsample,0,0,ok,metric_tvd_mean,0.008642540086254567
bank__n10000__real_subsample__seed1__budget0,bank,10000,real_subsample,1,0,ok,metric_tvd_mean,0.008479031294924258
bank__n10000__real_subsample__seed2__budget0,bank,10000,real_subsample,2,0,ok,metric_tvd_mean,0.009274802609753394
bank__n10000__real_subsample__seed3__budget0,bank,10000,real_subsample,3,0,ok,metric_tvd_mean,0.006832866305429605
bank__n10000__real_subsample__seed4__budget0,bank,10000,real_subsample,4,0,ok,metric_tvd_mean,0.008351581333628226
bank__n10000__smote__seed0__budget20,bank,10000,smote,0,20,ok,metric_tvd_mean,0.014000398097976336
bank__n10000__smote__seed1__budget20,bank,10000,smote,1,20,ok,metric_tvd_mean,0.01564791772641822
bank__n10000__smote__seed2__budget20,bank,10000,smote,2,20,ok,metric_tvd_mean,0.01598835895167533
bank__n10000__smote__seed3__budget20,bank,10000,smote,3,20,ok,metric_tvd_mean,0.010897864646688052
bank__n10000__smote__seed4__budget20,bank,10000,smote,4,20,ok,metric_tvd_mean,0.01578686608426407
bank__n10000__tabddpm__seed0__budget20,bank,10000,tabddpm,0,20,ok,metric_tvd_mean,0.01285751741678646
bank__n10000__tabddpm__seed1__budget20,bank,10000,tabddpm,1,20,ok,metric_tvd_mean,0.010657413468981528
bank__n10000__tabddpm__seed2__budget20,bank,10000,tabddpm,2,20,ok,metric_tvd_mean,0.011373994249695879
bank__n10000__tabddpm__seed3__budget20,bank,10000,tabddpm,3,20,ok,metric_tvd_mean,0.012146270043127277
bank__n10000__tabddpm__seed4__budget20,bank,10000,tabddpm,4,20,ok,metric_tvd_mean,0.013949678204135802
bank__n10000__tvae__seed0__budget20,bank,10000,tvae,0,20,ok,metric_tvd_mean,0.05912385159792105
bank__n10000__tvae__seed1__budget20,bank,10000,tvae,1,20,ok,metric_tvd_mean,0.1063233783036603
bank__n10000__tvae__seed2__budget20,bank,10000,tvae,2,20,ok,metric_tvd_mean,0.1002921563640385
bank__n10000__tvae__seed3__budget20,bank,10000,tvae,3,20,ok,metric_tvd_mean,0.06466500387039699
bank__n10000__tvae__seed4__budget20,bank,10000,tvae,4,20,ok,metric_tvd_mean,0.07668800619263516
bank__n10000__ucsmote__seed0__budget20,bank,10000,ucsmote,0,20,ok,metric_tvd_mean,0.03346869291164436
bank__n10000__ucsmote__seed1__budget20,bank,10000,ucsmote,1,20,ok,metric_tvd_mean,0.0372268406502267
bank__n10000__ucsmote__seed2__budget20,bank,10000,ucsmote,2,20,ok,metric_tvd_mean,0.03540829591949573
bank__n10000__ucsmote__seed3__budget20,bank,10000,ucsmote,3,20,ok,metric_tvd_mean,0.03416985734822514
bank__n10000__ucsmote__seed4__budget20,bank,10000,ucsmote,4,20,ok,metric_tvd_mean,0.03518035828817869
bank__n1000__copula__seed0__budget0,bank,1000,copula,0,0,ok,metric_tvd_mean,0.035500000000000004
bank__n1000__copula__seed1__budget0,bank,1000,copula,1,0,ok,metric_tvd_mean,0.034100000000000005
bank__n1000__copula__seed2__budget0,bank,1000,copula,2,0,ok,metric_tvd_mean,0.021800000000000007
bank__n1000__copula__seed3__budget0,bank,1000,copula,3,0,ok,metric_tvd_mean,0.0274
bank__n1000__copula__seed4__budget0,bank,1000,copula,4,0,ok,metric_tvd_mean,0.023799999999999998
bank__n1000__ctgan__seed0__budget20,bank,1000,ctgan,0,20,ok,metric_tvd_mean,0.04400000000000001
bank__n1000__ctgan__seed1__budget20,bank,1000,ctgan,1,20,ok,metric_tvd_mean,0.05499999999999998
bank__n1000__ctgan__seed2__budget20,bank,1000,ctgan,2,20,ok,metric_tvd_mean,0.0415
bank__n1000__ctgan__seed3__budget20,bank,1000,ctgan,3,20,ok,metric_tvd_mean,0.05220000000000001
bank__n1000__ctgan__seed4__budget20,bank,1000,ctgan,4,20,ok,metric_tvd_mean,0.0678
bank__n1000__marginals__seed0__budget0,bank,1000,marginals,0,0,ok,metric_tvd_mean,0.02609999999999999
bank__n1000__marginals__seed1__budget0,bank,1000,marginals,1,0,ok,metric_tvd_mean,0.0371
bank__n1000__marginals__seed2__budget0,bank,1000,marginals,2,0,ok,metric_tvd_mean,0.023500000000000004
bank__n1000__marginals__seed3__budget0,bank,1000,marginals,3,0,ok,metric_tvd_mean,0.030199999999999994
bank__n1000__marginals__seed4__budget0,bank,1000,marginals,4,0,ok,metric_tvd_mean,0.0289
bank__n1000__real_subsample__seed0__budget0,bank,1000,real_subsample,0,0,ok,metric_tvd_mean,0.023300000000000005
bank__n1000__real_subsample__seed1__budget0,bank,1000,real_subsample,1,0,ok,metric_tvd_mean,0.029700000000000004
bank__n1000__real_subsample__seed2__budget0,bank,1000,real_subsample,2,0,ok,metric_tvd_mean,0.014500000000000004
bank__n1000__real_subsample__seed3__budget0,bank,1000,real_subsample,3,0,ok,metric_tvd_mean,0.022199999999999994
bank__n1000__real_subsample__seed4__budget0,bank,1000,real_subsample,4,0,ok,metric_tvd_mean,0.0238
bank__n1000__smote__seed0__budget20,bank,1000,smote,0,20,ok,metric_tvd_mean,0.055200000000000006
bank__n1000__smote__seed1__budget20,bank,1000,smote,1,20,ok,metric_tvd_mean,0.06770000000000001
bank__n1000__smote__seed2__budget20,bank,1000,smote,2,20,ok,metric_tvd_mean,0.049
bank__n1000__smote__seed3__budget20,bank,1000,smote,3,20,ok,metric_tvd_mean,0.06520000000000001
bank__n1000__smote__seed4__budget20,bank,1000,smote,4,20,ok,metric_tvd_mean,0.0524
bank__n1000__tabddpm__seed0__budget20,bank,1000,tabddpm,0,20,ok,metric_tvd_mean,0.04340000000000001
bank__n1000__tabddpm__seed1__budget20,bank,1000,tabddpm,1,20,ok,metric_tvd_mean,0.04740000000000001
bank__n1000__tabddpm__seed2__budget20,bank,1000,tabddpm,2,20,ok,metric_tvd_mean,0.037700000000000004
bank__n1000__tabddpm__seed3__budget20,bank,1000,tabddpm,3,20,ok,metric_tvd_mean,0.0379
bank__n1000__tabddpm__seed4__budget20,bank,1000,tabddpm,4,20,ok,metric_tvd_mean,0.0422
bank__n1000__tvae__seed0__budget20,bank,1000,tvae,0,20,ok,metric_tvd_mean,0.04850000000000001
bank__n1000__tvae__seed1__budget20,bank,1000,tvae,1,20,ok,metric_tvd_mean,0.0763
bank__n1000__tvae__seed2__budget20,bank,1000,tvae,2,20,ok,metric_tvd_mean,0.05489999999999999
bank__n1000__tvae__seed3__budget20,bank,1000,tvae,3,20,ok,metric_tvd_mean,0.07469999999999999
bank__n1000__tvae__seed4__budget20,bank,1000,tvae,4,20,ok,metric_tvd_mean,0.041800000000000004
bank__n1000__ucsmote__seed0__budget20,bank,1000,ucsmote,0,20,ok,metric_tvd_mean,0.053700000000000005
bank__n1000__ucsmote__seed1__budget20,bank,1000,ucsmote,1,20,ok,metric_tvd_mean,0.05300000000000001
bank__n1000__ucsmote__seed2__budget20,bank,1000,ucsmote,2,20,ok,metric_tvd_mean,0.033100000000000004
bank__n1000__ucsmote__seed3__budget20,bank,1000,ucsmote,3,20,ok,metric_tvd_mean,0.046099999999999995
bank__n1000__ucsmote__seed4__budget20,bank,1000,ucsmote,4,20,ok,metric_tvd_mean,0.0379
bank__n20000__copula__seed0__budget0,bank,20000,copula,0,0,ok,metric_tvd_mean,0.00887116498949464
bank__n20000__copula__seed1__budget0,bank,20000,copula,1,0,ok,metric_tvd_mean,0.009979754506247917
bank__n20000__copula__seed2__budget0,bank,20000,copula,2,0,ok,metric_tvd_mean,0.009419585867521835
bank__n20000__copula__seed3__budget0,bank,20000,copula,3,0,ok,metric_tvd_mean,0.008928696782041359
bank__n20000__copula__seed4__budget0,bank,20000,copula,4,0,ok,metric_tvd_mean,0.010186836226915838
bank__n20000__ctgan__seed0__budget20,bank,20000,ctgan,0,20,ok,metric_tvd_mean,0.074570003870397
bank__n20000__ctgan__seed1__budget20,bank,20000,ctgan,1,20,ok,metric_tvd_mean,0.052962245936083174
bank__n20000__ctgan__seed2__budget20,bank,20000,ctgan,2,20,ok,metric_tvd_mean,0.06910792546721223
bank__n20000__ctgan__seed3__budget20,bank,20000,ctgan,3,20,ok,metric_tvd_mean,0.06677133086365145
bank__n20000__ctgan__seed4__budget20,bank,20000,ctgan,4,20,ok,metric_tvd_mean,0.04825750359394006
bank__n20000__marginals__seed0__budget0,bank,20000,marginals,0,0,ok,metric_tvd_mean,0.010153303660289733
bank__n20000__marginals__seed1__budget0,bank,20000,marginals,1,0,ok,metric_tvd_mean,0.00938200818312508
bank__n20000__marginals__seed2__budget0,bank,20000,marginals,2,0,ok,metric_tvd_mean,0.008300003870397
bank__n20000__marginals__seed3__budget0,bank,20000,marginals,3,0,ok,metric_tvd_mean,0.00835297633528696
bank__n20000__marginals__seed4__budget0,bank,20000,marginals,4,0,ok,metric_tvd_mean,0.009118542519075517
bank__n20000__real_subsample__seed0__budget0,bank,20000,real_subsample,0,0,ok,metric_tvd_mean,0.008473079730178038
bank__n20000__real_subsample__seed1__budget0,bank,20000,real_subsample,1,0,ok,metric_tvd_mean,0.008064968483910192
bank__n20000__real_subsample__seed2__budget0,bank,20000,real_subsample,2,0,ok,metric_tvd_mean,0.008296110251022892
bank__n20000__real_subsample__seed3__budget0,bank,20000,real_subsample,3,0,ok,metric_tvd_mean,0.007503158243945587
bank__n20000__real_subsample__seed4__budget0,bank,20000,real_subsample,4,0,ok,metric_tvd_mean,0.008578433595045893
bank__n20000__smote__seed0__budget20,bank,20000,smote,0,20,ok,metric_tvd_mean,0.013739188875373223
bank__n20000__smote__seed1__budget20,bank,20000,smote,1,20,ok,metric_tvd_mean,0.01190729846289948
bank__n20000__smote__seed2__budget20,bank,20000,smote,2,20,ok,metric_tvd_mean,0.010780495410815
bank__n20000__smote__seed3__budget20,bank,20000,smote,3,20,ok,metric_tvd_mean,0.011115141545947144
bank__n20000__smote__seed4__budget20,bank,20000,smote,4,20,ok,metric_tvd_mean,0.013876063806258984
bank__n20000__tabddpm__seed0__budget20,bank,20000,tabddpm,0,20,ok,metric_tvd_mean,0.010146550923366148
bank__n20000__tabddpm__seed1__budget20,bank,20000,tabddpm,1,20,ok,metric_tvd_mean,0.01001249861771535
bank__n20000__tabddpm__seed2__budget20,bank,20000,tabddpm,2,20,ok,metric_tvd_mean,0.009772614729625118
bank__n20000__tabddpm__seed3__budget20,bank,20000,tabddpm,3,20,ok,metric_tvd_mean,0.011128933429171733
bank__n20000__tabddpm__seed4__budget20,bank,20000,tabddpm,4,20,ok,metric_tvd_mean,0.011772716465774626
bank__n20000__tvae__seed0__budget20,bank,20000,tvae,0,20,ok,metric_tvd_mean,0.07760939566515537
bank__n20000__tvae__seed1__budget20,bank,20000,tvae,1,20,ok,metric_tvd_mean,0.10931877529580891
bank__n20000__tvae__seed2__budget20,bank,20000,tvae,2,20,ok,metric_tvd_mean,0.06312779553245607
bank__n20000__tvae__seed3__budget20,bank,20000,tvae,3,20,ok,metric_tvd_mean,0.06983941446422647
bank__n20000__tvae__seed4__budget20,bank,20000,tvae,4,20,ok,metric_tvd_mean,0.09911701260643592
bank__n20000__ucsmote__seed0__budget20,bank,20000,ucsmote,0,20,ok,metric_tvd_mean,0.03139513988720556
bank__n20000__ucsmote__seed1__budget20,bank,20000,ucsmote,1,20,ok,metric_tvd_mean,0.028608556341921932
bank__n20000__ucsmote__seed2__budget20,bank,20000,ucsmote,2,20,ok,metric_tvd_mean,0.02902891518301448
bank__n20000__ucsmote__seed3__budget20,bank,20000,ucsmote,3,20,ok,metric_tvd_mean,0.030190358288178697
bank__n20000__ucsmote__seed4__budget20,bank,20000,ucsmote,4,20,ok,metric_tvd_mean,0.03061612352095543
bank__n2000__copula__seed0__budget0,bank,2000,copula,0,0,ok,metric_tvd_mean,0.01905000000000002
bank__n2000__copula__seed1__budget0,bank,2000,copula,1,0,ok,metric_tvd_mean,0.019749999999999993
bank__n2000__copula__seed2__budget0,bank,2000,copula,2,0,ok,metric_tvd_mean,0.023400000000000015
bank__n2000__copula__seed3__budget0,bank,2000,copula,3,0,ok,metric_tvd_mean,0.0198
bank__n2000__copula__seed4__budget0,bank,2000,copula,4,0,ok,metric_tvd_mean,0.01765000000000001
bank__n2000__ctgan__seed0__budget20,bank,2000,ctgan,0,20,ok,metric_tvd_mean,0.1052
bank__n2000__ctgan__seed1__budget20,bank,2000,ctgan,1,20,ok,metric_tvd_mean,0.0982
bank__n2000__ctgan__seed2__budget20,bank,2000,ctgan,2,20,ok,metric_tvd_mean,0.06849999999999998
bank__n2000__ctgan__seed3__budget20,bank,2000,ctgan,3,20,ok,metric_tvd_mean,0.0738
bank__n2000__ctgan__seed4__budget20,bank,2000,ctgan,4,20,ok,metric_tvd_mean,0.06770000000000001
bank__n2000__marginals__seed0__budget0,bank,2000,marginals,0,0,ok,metric_tvd_mean,0.017200000000000003
bank__n2000__marginals__seed1__budget0,bank,2000,marginals,1,0,ok,metric_tvd_mean,0.021149999999999995
bank__n2000__marginals__seed2__budget0,bank,2000,marginals,2,0,ok,metric_tvd_mean,0.021700000000000004
bank__n2000__marginals__seed3__budget0,bank,2000,marginals,3,0,ok,metric_tvd_mean,0.01750000000000001
bank__n2000__marginals__seed4__budget0,bank,2000,marginals,4,0,ok,metric_tvd_mean,0.02445000000000001
bank__n2000__real_subsample__seed0__budget0,bank,2000,real_subsample,0,0,ok,metric_tvd_mean,0.012949999999999998
bank__n2000__real_subsample__seed1__budget0,bank,2000,real_subsample,1,0,ok,metric_tvd_mean,0.0163
bank__n2000__real_subsample__seed2__budget0,bank,2000,real_subsample,2,0,ok,metric_tvd_mean,0.01895
bank__n2000__real_subsample__seed3__budget0,bank,2000,real_subsample,3,0,ok,metric_tvd_mean,0.013350000000000015
bank__n2000__real_subsample__seed4__budget0,bank,2000,real_subsample,4,0,ok,metric_tvd_mean,0.017700000000000007
bank__n2000__smote__seed0__budget20,bank,2000,smote,0,20,ok,metric_tvd_mean,0.0359
bank__n2000__smote__seed1__budget20,bank,2000,smote,1,20,ok,metric_tvd_mean,0.035449999999999995
bank__n2000__smote__seed2__budget20,bank,2000,smote,2,20,ok,metric_tvd_mean,0.031000000000000007
bank__n2000__smote__seed3__budget20,bank,2000,smote,3,20,ok,metric_tvd_mean,0.02680000000000001
bank__n2000__smote__seed4__budget20,bank,2000,smote,4,20,ok,metric_tvd_mean,0.030199999999999994
bank__n2000__tabddpm__seed0__budget20,bank,2000,tabddpm,0,20,ok,metric_tvd_mean,0.027700000000000002
bank__n2000__tabddpm__seed1__budget20,bank,2000,tabddpm,1,20,ok,metric_tvd_mean,0.02899999999999999
bank__n2000__tabddpm__seed2__budget20,bank,2000,tabddpm,2,20,ok,metric_tvd_mean,0.0295
bank__n2000__tabddpm__seed3__budget20,bank,2000,tabddpm,3,20,ok,metric_tvd_mean,0.03555000000000001
bank__n2000__tabddpm__seed4__budget20,bank,2000,tabddpm,4,20,ok,metric_tvd_mean,0.024700000000000003
bank__n2000__tvae__seed0__budget20,bank,2000,tvae,0,20,ok,metric_tvd_mean,0.07850000000000001
bank__n2000__tvae__seed1__budget20,bank,2000,tvae,1,20,ok,metric_tvd_mean,0.06344999999999999
bank__n2000__tvae__seed2__budget20,bank,2000,tvae,2,20,ok,metric_tvd_mean,0.052050000000000006
bank__n2000__tvae__seed3__budget20,bank,2000,tvae,3,20,ok,metric_tvd_mean,0.06625
bank__n2000__tvae__seed4__budget20,bank,2000,tvae,4,20,ok,metric_tvd_mean,0.059999999999999984
bank__n2000__ucsmote__seed0__budget20,bank,2000,ucsmote,0,20,ok,metric_tvd_mean,0.04450000000000001
bank__n2000__ucsmote__seed1__budget20,bank,2000,ucsmote,1,20,ok,metric_tvd_mean,0.05005
bank__n2000__ucsmote__seed2__budget20,bank,2000,ucsmote,2,20,ok,metric_tvd_mean,0.04335000000000001
bank__n2000__ucsmote__seed3__budget20,bank,2000,ucsmote,3,20,ok,metric_tvd_mean,0.0444
bank__n2000__ucsmote__seed4__budget20,bank,2000,ucsmote,4,20,ok,metric_tvd_mean,0.04085000000000001
bank__n200__copula__seed0__budget0,bank,200,copula,0,0,ok,metric_tvd_mean,0.044500000000000005
bank__n200__copula__seed1__budget0,bank,200,copula,1,0,ok,metric_tvd_mean,0.07399999999999998
bank__n200__copula__seed2__budget0,bank,200,copula,2,0,ok,metric_tvd_mean,0.06400000000000002
bank__n200__copula__seed3__budget0,bank,200,copula,3,0,ok,metric_tvd_mean,0.0915
bank__n200__copula__seed4__budget0,bank,200,copula,4,0,ok,metric_tvd_mean,0.05750000000000001
bank__n200__ctgan__seed0__budget20,bank,200,ctgan,0,20,ok,metric_tvd_mean,0.095
bank__n200__ctgan__seed1__budget20,bank,200,ctgan,1,20,ok,metric_tvd_mean,0.089
bank__n200__ctgan__seed2__budget20,bank,200,ctgan,2,20,ok,metric_tvd_mean,0.06000000000000001
bank__n200__ctgan__seed3__budget20,bank,200,ctgan,3,20,ok,metric_tvd_mean,0.073
bank__n200__ctgan__seed4__budget20,bank,200,ctgan,4,20,ok,metric_tvd_mean,0.0635
bank__n200__marginals__seed0__budget0,bank,200,marginals,0,0,ok,metric_tvd_mean,0.046000000000000006
bank__n200__marginals__seed1__budget0,bank,200,marginals,1,0,ok,metric_tvd_mean,0.06050000000000001
bank__n200__marginals__seed2__budget0,bank,200,marginals,2,0,ok,metric_tvd_mean,0.0425
bank__n200__marginals__seed3__budget0,bank,200,marginals,3,0,ok,metric_tvd_mean,0.076
bank__n200__marginals__seed4__budget0,bank,200,marginals,4,0,ok,metric_tvd_mean,0.0655
bank__n200__real_subsample__seed0__budget0,bank,200,real_subsample,0,0,ok,metric_tvd_mean,0.04
bank__n200__real_subsample__seed1__budget0,bank,200,real_subsample,1,0,ok,metric_tvd_mean,0.052500000000000005
bank__n200__real_subsample__seed2__budget0,bank,200,real_subsample,2,0,ok,metric_tvd_mean,0.038000000000000006
bank__n200__real_subsample__seed3__budget0,bank,200,real_subsample,3,0,ok,metric_tvd_mean,0.057999999999999996
bank__n200__real_subsample__seed4__budget0,bank,200,real_subsample,4,0,ok,metric_tvd_mean,0.0435
bank__n200__smote__seed0__budget20,bank,200,smote,0,20,ok,metric_tvd_mean,0.07800000000000001
bank__n200__smote__seed1__budget20,bank,200,smote,1,20,ok,metric_tvd_mean,0.0725
bank__n200__smote__seed2__budget20,bank,200,smote,2,20,ok,metric_tvd_mean,0.059
bank__n200__smote__seed3__budget20,bank,200,smote,3,20,ok,metric_tvd_mean,0.0935
bank__n200__smote__seed4__budget20,bank,200,smote,4,20,ok,metric_tvd_mean,0.07400000000000002
bank__n200__tabddpm__seed0__budget20,bank,200,tabddpm,0,20,ok,metric_tvd_mean,0.0645
bank__n200__tabddpm__seed1__budget20,bank,200,tabddpm,1,20,ok,metric_tvd_mean,0.08549999999999999
bank__n200__tabddpm__seed2__budget20,bank,200,tabddpm,2,20,ok,metric_tvd_mean,0.0685
bank__n200__tabddpm__seed3__budget20,bank,200,tabddpm,3,20,ok,metric_tvd_mean,0.078
bank__n200__tabddpm__seed4__budget20,bank,200,tabddpm,4,20,ok,metric_tvd_mean,0.06250000000000001
bank__n200__tvae__seed0__budget20,bank,200,tvae,0,20,ok,metric_tvd_mean,0.11200000000000002
bank__n200__tvae__seed1__budget20,bank,200,tvae,1,20,ok,metric_tvd_mean,0.08499999999999999
bank__n200__tvae__seed2__budget20,bank,200,tvae,2,20,ok,metric_tvd_mean,0.099
bank__n200__tvae__seed3__budget20,bank,200,tvae,3,20,ok,metric_tvd_mean,0.1065
bank__n200__tvae__seed4__budget20,bank,200,tvae,4,20,ok,metric_tvd_mean,0.10000000000000002
bank__n200__ucsmote__seed0__budget20,bank,200,ucsmote,0,20,ok,metric_tvd_mean,0.084
bank__n200__ucsmote__seed1__budget20,bank,200,ucsmote,1,20,ok,metric_tvd_mean,0.0785
bank__n200__ucsmote__seed2__budget20,bank,200,ucsmote,2,20,ok,metric_tvd_mean,0.068
bank__n200__ucsmote__seed3__budget20,bank,200,ucsmote,3,20,ok,metric_tvd_mean,0.10400000000000001
bank__n200__ucsmote__seed4__budget20,bank,200,ucsmote,4,20,ok,metric_tvd_mean,0.07300000000000001
bank__n5000__copula__seed0__budget0,bank,5000,copula,0,0,ok,metric_tvd_mean,0.01684
bank__n5000__copula__seed1__budget0,bank,5000,copula,1,0,ok,metric_tvd_mean,0.013260000000000003
bank__n5000__copula__seed2__budget0,bank,5000,copula,2,0,ok,metric_tvd_mean,0.013859999999999997
bank__n5000__copula__seed3__budget0,bank,5000,copula,3,0,ok,metric_tvd_mean,0.013200000000000003
bank__n5000__copula__seed4__budget0,bank,5000,copula,4,0,ok,metric_tvd_mean,0.015660000000000004
bank__n5000__ctgan__seed0__budget20,bank,5000,ctgan,0,20,ok,metric_tvd_mean,0.0665
bank__n5000__ctgan__seed1__budget20,bank,5000,ctgan,1,20,ok,metric_tvd_mean,0.06168
bank__n5000__ctgan__seed2__budget20,bank,5000,ctgan,2,20,ok,metric_tvd_mean,0.07613999999999999
bank__n5000__ctgan__seed3__budget20,bank,5000,ctgan,3,20,ok,metric_tvd_mean,0.0716
bank__n5000__ctgan__seed4__budget20,bank,5000,ctgan,4,20,ok,metric_tvd_mean,0.061939999999999995
bank__n5000__marginals__seed0__budget0,bank,5000,marginals,0,0,ok,metric_tvd_mean,0.013139999999999994
bank__n5000__marginals__seed1__budget0,bank,5000,marginals,1,0,ok,metric_tvd_mean,0.010240000000000015
