cell_id,dataset,n_train,method,seed,tuning_budget,status,metric,value
breast_cancer_wisconsin__nfull__smote__seed0__budget20,breast_cancer_wisconsin,341,smote,0,20,ok,lr_tstr_auroc,0.9814814814814815
breast_cancer_wisconsin__nfull__smote__seed1__budget20,breast_cancer_wisconsin,341,smote,1,20,ok,lr_tstr_auroc,0.9814814814814815
breast_cancer_wisconsin__nfull__smote__seed2__budget20,breast_cancer_wisconsin,341,smote,2,20,ok,lr_tstr_auroc,0.9851190476190476
breast_cancer_wisconsin__nfull__smote__seed3__budget20,breast_cancer_wisconsin,341,smote,3,20,ok,lr_tstr_auroc,0.9854497354497355
breast_cancer_wisconsin__nfull__smote__seed4__budget20,breast_cancer_wisconsin,341,smote,4,20,ok,lr_tstr_auroc,0.9828042328042328
breast_cancer_wisconsin__nfull__tabddpm__seed0__budget20,breast_cancer_wisconsin,341,tabddpm,0,20,ok,lr_tstr_auroc,0.9613095238095238
breast_cancer_wisconsin__nfull__tabddpm__seed1__budget20,breast_cancer_wisconsin,341,tabddpm,1,20,ok,lr_tstr_auroc,0.9788359788359788
breast_cancer_wisconsin__nfull__tabddpm__seed2__budget20,breast_cancer_wisconsin,341,tabddpm,2,20,ok,lr_tstr_auroc,0.9748677248677249
breast_cancer_wisconsin__nfull__tabddpm__seed3__budget20,breast_cancer_wisconsin,341,tabddpm,3,20,ok,lr_tstr_auroc,0.9705687830687831
breast_cancer_wisconsin__nfull__tabddpm__seed4__budget20,breast_cancer_wisconsin,341,tabddpm,4,20,ok,lr_tstr_auroc,0.9738756613756614
breast_cancer_wisconsin__nfull__tvae__seed0__budget20,breast_cancer_wisconsin,341,tvae,0,20,ok,lr_tstr_auroc,0.9837962962962963
breast_cancer_wisconsin__nfull__tvae__seed1__budget20,breast_cancer_wisconsin,341,tvae,1,20,ok,lr_tstr_auroc,0.9824735449735449
breast_cancer_wisconsin__nfull__tvae__seed2__budget20,breast_cancer_wisconsin,341,tvae,2,20,ok,lr_tstr_auroc,0.9933862433862435
breast_cancer_wisconsin__nfull__tvae__seed3__budget20,breast_cancer_wisconsin,341,tvae,3,20,ok,lr_tstr_auroc,0.9672619047619047
breast_cancer_wisconsin__nfull__tvae__seed4__budget20,breast_cancer_wisconsin,341,tvae,4,20,ok,lr_tstr_auroc,0.982473544973545
breast_cancer_wisconsin__nfull__ucsmote__seed0__budget20,breast_cancer_wisconsin,341,ucsmote,0,20,ok,lr_tstr_auroc,0.9748677248677248
breast_cancer_wisconsin__nfull__ucsmote__seed1__budget20,breast_cancer_wisconsin,341,ucsmote,1,20,ok,lr_tstr_auroc,0.9837962962962963
breast_cancer_wisconsin__nfull__ucsmote__seed2__budget20,breast_cancer_wisconsin,341,ucsmote,2,20,ok,lr_tstr_auroc,0.978505291005291
breast_cancer_wisconsin__nfull__ucsmote__seed3__budget20,breast_cancer_wisconsin,341,ucsmote,3,20,ok,lr_tstr_auroc,0.9781746031746031
breast_cancer_wisconsin__nfull__ucsmote__seed4__budget20,breast_cancer_wisconsin,341,ucsmote,4,20,ok,lr_tstr_auroc,0.9778439153439153
cardio__n10000__copula__seed0__budget0,cardio,10000,copula,0,0,ok,lr_tstr_auroc,0.7908673398750498
cardio__n10000__copula__seed1__budget0,cardio,10000,copula,1,0,ok,lr_tstr_auroc,0.7831489495996571
cardio__n10000__copula__seed2__budget0,cardio,10000,copula,2,0,ok,lr_tstr_auroc,0.754356511626616
cardio__n10000__copula__seed3__budget0,cardio,10000,copula,3,0,ok,lr_tstr_auroc,0.7592388601596278
cardio__n10000__copula__seed4__budget0,cardio,10000,copula,4,0,ok,lr_tstr_auroc,0.7858872157999071
cardio__n10000__ctgan__seed0__budget20,cardio,10000,ctgan,0,20,ok,lr_tstr_auroc,0.7892339924029363
cardio__n10000__ctgan__seed1__budget20,cardio,10000,ctgan,1,20,ok,lr_tstr_auroc,0.7790367237670934
cardio__n10000__ctgan__seed2__budget20,cardio,10000,ctgan,2,20,ok,lr_tstr_auroc,0.7913069114471547
cardio__n10000__ctgan__seed3__budget20,cardio,10000,ctgan,3,20,ok,lr_tstr_auroc,0.7782999378122246
cardio__n10000__ctgan__seed4__budget20,cardio,10000,ctgan,4,20,ok,lr_tstr_auroc,0.7873662468951009
cardio__n10000__marginals__seed0__budget0,cardio,10000,marginals,0,0,ok,lr_tstr_auroc,0.47053254139838085
cardio__n10000__marginals__seed1__budget0,cardio,10000,marginals,1,0,ok,lr_tstr_auroc,0.5173571689329531
cardio__n10000__marginals__seed2__budget0,cardio,10000,marginals,2,0,ok,lr_tstr_auroc,0.43394334577741905
cardio__n10000__marginals__seed3__budget0,cardio,10000,marginals,3,0,ok,lr_tstr_auroc,0.4671918668381606
cardio__n10000__marginals__seed4__budget0,cardio,10000,marginals,4,0,ok,lr_tstr_auroc,0.5910761317799613
cardio__n10000__real_subsample__seed0__budget0,cardio,10000,real_subsample,0,0,ok,lr_tstr_auroc,0.7942909532378623
cardio__n10000__real_subsample__seed1__budget0,cardio,10000,real_subsample,1,0,ok,lr_tstr_auroc,0.793827197984391
cardio__n10000__real_subsample__seed2__budget0,cardio,10000,real_subsample,2,0,ok,lr_tstr_auroc,0.7920976055828917
cardio__n10000__real_subsample__seed3__budget0,cardio,10000,real_subsample,3,0,ok,lr_tstr_auroc,0.7607698198432065
cardio__n10000__real_subsample__seed4__budget0,cardio,10000,real_subsample,4,0,ok,lr_tstr_auroc,0.7934495652080213
cardio__n10000__smote__seed0__budget20,cardio,10000,smote,0,20,ok,lr_tstr_auroc,0.7943407287643196
cardio__n10000__smote__seed1__budget20,cardio,10000,smote,1,20,ok,lr_tstr_auroc,0.7944067900103804
cardio__n10000__smote__seed2__budget20,cardio,10000,smote,2,20,ok,lr_tstr_auroc,0.7940009123268285
cardio__n10000__smote__seed3__budget20,cardio,10000,smote,3,20,ok,lr_tstr_auroc,0.7947606268606129
cardio__n10000__smote__seed4__budget20,cardio,10000,smote,4,20,ok,lr_tstr_auroc,0.7940329939699573
cardio__n10000__tabddpm__seed0__budget20,cardio,10000,tabddpm,0,20,ok,lr_tstr_auroc,0.7917705238434363
cardio__n10000__tabddpm__seed1__budget20,cardio,10000,tabddpm,1,20,ok,lr_tstr_auroc,0.783251551673976
cardio__n10000__tabddpm__seed2__budget20,cardio,10000,tabddpm,2,20,ok,lr_tstr_auroc,0.6962457171414586
cardio__n10000__tabddpm__seed3__budget20,cardio,10000,tabddpm,3,20,ok,lr_tstr_auroc,0.6979400646334905
cardio__n10000__tabddpm__seed4__budget20,cardio,10000,tabddpm,4,20,ok,lr_tstr_auroc,0.7860452872800938
cardio__n10000__tvae__seed0__budget20,cardio,10000,tvae,0,20,ok,lr_tstr_auroc,0.7870123998407836
cardio__n10000__tvae__seed1__budget20,cardio,10000,tvae,1,20,ok,lr_tstr_auroc,0.7914345033255521
cardio__n10000__tvae__seed2__budget20,cardio,10000,tvae,2,20,ok,lr_tstr_auroc,0.7851229094278889
cardio__n10000__tvae__seed3__budget20,cardio,10000,tvae,3,20,ok,lr_tstr_auroc,0.7581225230604156
cardio__n10000__tvae__seed4__budget20,cardio,10000,tvae,4,20,ok,lr_tstr_auroc,0.7849433787570216
cardio__n10000__ucsmote__seed0__budget20,cardio,10000,ucsmote,0,20,ok,lr_tstr_auroc,0.7951085861579057
cardio__n10000__ucsmote__seed1__budget20,cardio,10000,ucsmote,1,20,ok,lr_tstr_auroc,0.7935892999475265
cardio__n10000__ucsmote__seed2__budget20,cardio,10000,ucsmote,2,20,ok,lr_tstr_auroc,0.7937327897902987
cardio__n10000__ucsmote__seed3__budget20,cardio,10000,ucsmote,3,20,ok,lr_tstr_auroc,0.7943272185558266
cardio__n10000__ucsmote__seed4__budget20,cardio,10000,ucsmote,4,20,ok,lr_tstr_auroc,0.7939290041400828
cardio__n1000__copula__seed0__budget0,cardio,1000,copula,0,0,ok,lr_tstr_auroc,0.7762456208148965
cardio__n1000__copula__seed1__budget0,cardio,1000,copula,1,0,ok,lr_tstr_auroc,0.7577872678489037
cardio__n1000__copula__seed2__budget0,cardio,1000,copula,2,0,ok,lr_tstr_auroc,0.7707225577869576
cardio__n1000__copula__seed3__budget0,cardio,1000,copula,3,0,ok,lr_tstr_auroc,0.762402310172183
cardio__n1000__copula__seed4__budget0,cardio,1000,copula,4,0,ok,lr_tstr_auroc,0.7777458151823069
cardio__n1000__ctgan__seed0__budget20,cardio,1000,ctgan,0,20,ok,lr_tstr_auroc,0.77151601722972
cardio__n1000__ctgan__seed1__budget20,cardio,1000,ctgan,1,20,ok,lr_tstr_auroc,0.6637661146991396
cardio__n1000__ctgan__seed2__budget20,cardio,1000,ctgan,2,20,ok,lr_tstr_auroc,0.7384150370334815
cardio__n1000__ctgan__seed3__budget20,cardio,1000,ctgan,3,20,ok,lr_tstr_auroc,0.5029142866658896
cardio__n1000__ctgan__seed4__budget20,cardio,1000,ctgan,4,20,ok,lr_tstr_auroc,0.6771720170357607
cardio__n1000__marginals__seed0__budget0,cardio,1000,marginals,0,0,ok,lr_tstr_auroc,0.6227515298780506
cardio__n1000__marginals__seed1__budget0,cardio,1000,marginals,1,0,ok,lr_tstr_auroc,0.4036294787361563
cardio__n1000__marginals__seed2__budget0,cardio,1000,marginals,2,0,ok,lr_tstr_auroc,0.5280846622317265
cardio__n1000__marginals__seed3__budget0,cardio,1000,marginals,3,0,ok,lr_tstr_auroc,0.3584919333851211
cardio__n1000__marginals__seed4__budget0,cardio,1000,marginals,4,0,ok,lr_tstr_auroc,0.4350250196000064
cardio__n1000__real_subsample__seed0__budget0,cardio,1000,real_subsample,0,0,ok,lr_tstr_auroc,0.7921045035443277
cardio__n1000__real_subsample__seed1__budget0,cardio,1000,real_subsample,1,0,ok,lr_tstr_auroc,0.7902824621330489
cardio__n1000__real_subsample__seed2__budget0,cardio,1000,real_subsample,2,0,ok,lr_tstr_auroc,0.7871553998874776
cardio__n1000__real_subsample__seed3__budget0,cardio,1000,real_subsample,3,0,ok,lr_tstr_auroc,0.7929953813862469
cardio__n1000__real_subsample__seed4__budget0,cardio,1000,real_subsample,4,0,ok,lr_tstr_auroc,0.7871401345763704
cardio__n1000__smote__seed0__budget20,cardio,1000,smote,0,20,ok,lr_tstr_auroc,0.7835939497449632
cardio__n1000__smote__seed1__budget20,cardio,1000,smote,1,20,ok,lr_tstr_auroc,0.7787632542900422
cardio__n1000__smote__seed2__budget20,cardio,1000,smote,2,20,ok,lr_tstr_auroc,0.7841146846088767
cardio__n1000__smote__seed3__budget20,cardio,1000,smote,3,20,ok,lr_tstr_auroc,0.7860119709426844
cardio__n1000__smote__seed4__budget20,cardio,1000,smote,4,20,ok,lr_tstr_auroc,0.7807878671960383
cardio__n1000__tabddpm__seed0__budget20,cardio,1000,tabddpm,0,20,ok,lr_tstr_auroc,0.7794575606392036
cardio__n1000__tabddpm__seed1__budget20,cardio,1000,tabddpm,1,20,ok,lr_tstr_auroc,0.7803461731742605
cardio__n1000__tabddpm__seed2__budget20,cardio,1000,tabddpm,2,20,ok,lr_tstr_auroc,0.7181260814289245
cardio__n1000__tabddpm__seed3__budget20,cardio,1000,tabddpm,3,20,ok,lr_tstr_auroc,0.7864455221046603
cardio__n1000__tabddpm__seed4__budget20,cardio,1000,tabddpm,4,20,ok,lr_tstr_auroc,0.7787606828606312
cardio__n1000__tvae__seed0__budget20,cardio,1000,tvae,0,20,ok,lr_tstr_auroc,0.7894398598170971
cardio__n1000__tvae__seed1__budget20,cardio,1000,tvae,1,20,ok,lr_tstr_auroc,0.7583418292544748
cardio__n1000__tvae__seed2__budget20,cardio,1000,tvae,2,20,ok,lr_tstr_auroc,0.7853942972716074
cardio__n1000__tvae__seed3__budget20,cardio,1000,tvae,3,20,ok,lr_tstr_auroc,0.7670247810693164
cardio__n1000__tvae__seed4__budget20,cardio,1000,tvae,4,20,ok,lr_tstr_auroc,0.7777020498618937
cardio__n1000__ucsmote__seed0__budget20,cardio,1000,ucsmote,0,20,ok,lr_tstr_auroc,0.7857267667679239
cardio__n1000__ucsmote__seed1__budget20,cardio,1000,ucsmote,1,20,ok,lr_tstr_auroc,0.7795561525081314
cardio__n1000__ucsmote__seed2__budget20,cardio,1000,ucsmote,2,20,ok,lr_tstr_auroc,0.7832246639100944
cardio__n1000__ucsmote__seed3__budget20,cardio,1000,ucsmote,3,20,ok,lr_tstr_auroc,0.7848673175076956
cardio__n1000__ucsmote__seed4__budget20,cardio,1000,ucsmote,4,20,ok,lr_tstr_auroc,0.7851933176141445
cardio__n20000__copula__seed0__budget0,cardio,20000,copula,0,0,ok,lr_tstr_auroc,0.7790053768180822
cardio__n20000__copula__seed1__budget0,cardio,20000,copula,1,0,ok,lr_tstr_auroc,0.7683041284258378
cardio__n20000__copula__seed2__budget0,cardio,20000,copula,2,0,ok,lr_tstr_auroc,0.7615557792835197
cardio__n20000__copula__seed3__budget0,cardio,20000,copula,3,0,ok,lr_tstr_auroc,0.7390643841842888
cardio__n20000__copula__seed4__budget0,cardio,20000,copula,4,0,ok,lr_tstr_auroc,0.7712956600149095
cardio__n20000__ctgan__seed0__budget20,cardio,20000,ctgan,0,20,ok,lr_tstr_auroc,0.7900712987987915
cardio__n20000__ctgan__seed1__budget20,cardio,20000,ctgan,1,20,ok,lr_tstr_auroc,0.7889323800595527
cardio__n20000__ctgan__seed2__budget20,cardio,20000,ctgan,2,20,ok,lr_tstr_auroc,0.7883523798701648
cardio__n20000__ctgan__seed3__budget20,cardio,20000,ctgan,3,20,ok,lr_tstr_auroc,0.7778554070548268
cardio__n20000__ctgan__seed4__budget20,cardio,20000,ctgan,4,20,ok,lr_tstr_auroc,0.7879170736055751
cardio__n20000__marginals__seed0__budget0,cardio,20000,marginals,0,0,ok,lr_tstr_auroc,0.5594321214472233
cardio__n20000__marginals__seed1__budget0,cardio,20000,marginals,1,0,ok,lr_tstr_auroc,0.4882536084093415
cardio__n20000__marginals__seed2__budget0,cardio,20000,marginals,2,0,ok,lr_tstr_auroc,0.5825258228655747
cardio__n20000__marginals__seed3__budget0,cardio,20000,marginals,3,0,ok,lr_tstr_auroc,0.3673284872909346
cardio__n20000__marginals__seed4__budget0,cardio,20000,marginals,4,0,ok,lr_tstr_auroc,0.6169787116665181
cardio__n20000__real_subsample__seed0__budget0,cardio,20000,real_subsample,0,0,ok,lr_tstr_auroc,0.7924649322334473
cardio__n20000__real_subsample__seed1__budget0,cardio,20000,real_subsample,1,0,ok,lr_tstr_auroc,0.7934431774508335
cardio__n20000__real_subsample__seed2__budget0,cardio,20000,real_subsample,2,0,ok,lr_tstr_auroc,0.7931744426692058
cardio__n20000__real_subsample__seed3__budget0,cardio,20000,real_subsample,3,0,ok,lr_tstr_auroc,0.7806581120516285
cardio__n20000__real_subsample__seed4__budget0,cardio,20000,real_subsample,4,0,ok,lr_tstr_auroc,0.784532225561543
cardio__n20000__smote__seed0__budget20,cardio,20000,smote,0,20,ok,lr_tstr_auroc,0.7942297899525843
cardio__n20000__smote__seed1__budget20,cardio,20000,smote,1,20,ok,lr_tstr_auroc,0.7948125860612526
cardio__n20000__smote__seed2__budget20,cardio,20000,smote,2,20,ok,lr_tstr_auroc,0.7942981165055075
cardio__n20000__smote__seed3__budget20,cardio,20000,smote,3,20,ok,lr_tstr_auroc,0.7942325654636948
cardio__n20000__smote__seed4__budget20,cardio,20000,smote,4,20,ok,lr_tstr_auroc,0.7948486472975176
cardio__n20000__tabddpm__seed0__budget20,cardio,20000,tabddpm,0,20,ok,lr_tstr_auroc,0.7911444318022633
cardio__n20000__tabddpm__seed1__budget20,cardio,20000,tabddpm,1,20,ok,lr_tstr_auroc,0.7867362466893868
cardio__n20000__tabddpm__seed2__budget20,cardio,20000,tabddpm,2,20,ok,lr_tstr_auroc,0.7041738217710438
cardio__n20000__tabddpm__seed3__budget20,cardio,20000,tabddpm,3,20,ok,lr_tstr_auroc,0.6967588397579885
cardio__n20000__tabddpm__seed4__budget20,cardio,20000,tabddpm,4,20,ok,lr_tstr_auroc,0.7013858412688461
cardio__n20000__tvae__seed0__budget20,cardio,20000,tvae,0,20,ok,lr_tstr_auroc,0.7859703382760288
cardio__n20000__tvae__seed1__budget20,cardio,20000,tvae,1,20,ok,lr_tstr_auroc,0.7815678674507323
cardio__n20000__tvae__seed2__budget20,cardio,20000,tvae,2,20,ok,lr_tstr_auroc,0.7437515591841826
cardio__n20000__tvae__seed3__budget20,cardio,20000,tvae,3,20,ok,lr_tstr_auroc,0.7887328901984947
cardio__n20000__tvae__seed4__budget20,cardio,20000,tvae,4,20,ok,lr_tstr_auroc,0.7776877029184337
cardio__n20000__ucsmote__seed0__budget20,cardio,20000,ucsmote,0,20,ok,lr_tstr_auroc,0.7949232391586087
cardio__n20000__ucsmote__seed1__budget20,cardio,20000,ucsmote,1,20,ok,lr_tstr_auroc,0.7946888513269719
cardio__n20000__ucsmote__seed2__budget20,cardio,20000,ucsmote,2,20,ok,lr_tstr_auroc,0.7930464222192399
cardio__n20000__ucsmote__seed3__budget20,cardio,20000,ucsmote,3,20,ok,lr_tstr_auroc,0.7936183407733357
cardio__n20000__ucsmote__seed4__budget20,cardio,20000,ucsmote,4,20,ok,lr_tstr_auroc,0.7943897900048295
cardio__n2000__copula__seed0__budget0,cardio,2000,copula,0,0,ok,lr_tstr_auroc,0.7847475011420412
cardio__n2000__copula__seed1__budget0,cardio,2000,copula,1,0,ok,lr_tstr_auroc,0.7713304967609784
cardio__n2000__copula__seed2__budget0,cardio,2000,copula,2,0,ok,lr_tstr_auroc,0.7380285675195323
cardio__n2000__copula__seed3__budget0,cardio,2000,copula,3,0,ok,lr_tstr_auroc,0.7529030009479187
cardio__n2000__copula__seed4__budget0,cardio,2000,copula,4,0,ok,lr_tstr_auroc,0.7817675001689797
cardio__n2000__ctgan__seed0__budget20,cardio,2000,ctgan,0,20,ok,lr_tstr_auroc,0.7753716205295087
cardio__n2000__ctgan__seed1__budget20,cardio,2000,ctgan,1,20,ok,lr_tstr_auroc,0.781928000221388
cardio__n2000__ctgan__seed2__budget20,cardio,2000,ctgan,2,20,ok,lr_tstr_auroc,0.7648123211632069
cardio__n2000__ctgan__seed3__budget20,cardio,2000,ctgan,3,20,ok,lr_tstr_auroc,0.7590500335673579
cardio__n2000__ctgan__seed4__budget20,cardio,2000,ctgan,4,20,ok,lr_tstr_auroc,0.7717043234136566
cardio__n2000__marginals__seed0__budget0,cardio,2000,marginals,0,0,ok,lr_tstr_auroc,0.6286914603890483
cardio__n2000__marginals__seed1__budget0,cardio,2000,marginals,1,0,ok,lr_tstr_auroc,0.54687430102018
cardio__n2000__marginals__seed2__budget0,cardio,2000,marginals,2,0,ok,lr_tstr_auroc,0.4576640678086752
cardio__n2000__marginals__seed3__budget0,cardio,2000,marginals,3,0,ok,lr_tstr_auroc,0.49497977387094655
cardio__n2000__marginals__seed4__budget0,cardio,2000,marginals,4,0,ok,lr_tstr_auroc,0.43756330614312033
cardio__n2000__real_subsample__seed0__budget0,cardio,2000,real_subsample,0,0,ok,lr_tstr_auroc,0.7935479121789101
cardio__n2000__real_subsample__seed1__budget0,cardio,2000,real_subsample,1,0,ok,lr_tstr_auroc,0.792600809828836
cardio__n2000__real_subsample__seed2__budget0,cardio,2000,real_subsample,2,0,ok,lr_tstr_auroc,0.7804668977034768
cardio__n2000__real_subsample__seed3__budget0,cardio,2000,real_subsample,3,0,ok,lr_tstr_auroc,0.7929252589143702
cardio__n2000__real_subsample__seed4__budget0,cardio,2000,real_subsample,4,0,ok,lr_tstr_auroc,0.791322972676889
cardio__n2000__smote__seed0__budget20,cardio,2000,smote,0,20,ok,lr_tstr_auroc,0.7916162584869416
cardio__n2000__smote__seed1__budget20,cardio,2000,smote,1,20,ok,lr_tstr_auroc,0.7904454213699335
cardio__n2000__smote__seed2__budget20,cardio,2000,smote,2,20,ok,lr_tstr_auroc,0.7921293811034714
cardio__n2000__smote__seed3__budget20,cardio,2000,smote,3,20,ok,lr_tstr_auroc,0.792721830276516
cardio__n2000__smote__seed4__budget20,cardio,2000,smote,4,20,ok,lr_tstr_auroc,0.7887517473475093
cardio__n2000__tabddpm__seed0__budget20,cardio,2000,tabddpm,0,20,ok,lr_tstr_auroc,0.7870413386257433
cardio__n2000__tabddpm__seed1__budget20,cardio,2000,tabddpm,1,20,ok,lr_tstr_auroc,0.7618315140674332
cardio__n2000__tabddpm__seed2__budget20,cardio,2000,tabddpm,2,20,ok,lr_tstr_auroc,0.7026544641320699
cardio__n2000__tabddpm__seed3__budget20,cardio,2000,tabddpm,3,20,ok,lr_tstr_auroc,0.789406461847008
cardio__n2000__tabddpm__seed4__budget20,cardio,2000,tabddpm,4,20,ok,lr_tstr_auroc,0.7824860616281017
cardio__n2000__tvae__seed0__budget20,cardio,2000,tvae,0,20,ok,lr_tstr_auroc,0.7842165826013331
cardio__n2000__tvae__seed1__budget20,cardio,2000,tvae,1,20,ok,lr_tstr_auroc,0.7724612318240758
cardio__n2000__tvae__seed2__budget20,cardio,2000,tvae,2,20,ok,lr_tstr_auroc,0.7754163144216537
cardio__n2000__tvae__seed3__budget20,cardio,2000,tvae,3,20,ok,lr_tstr_auroc,0.7742225589298151
cardio__n2000__tvae__seed4__budget20,cardio,2000,tvae,4,20,ok,lr_tstr_auroc,0.7799744587671703
cardio__n2000__ucsmote__seed0__budget20,cardio,2000,ucsmote,0,20,ok,lr_tstr_auroc,0.792309666876626
cardio__n2000__ucsmote__seed1__budget20,cardio,2000,ucsmote,1,20,ok,lr_tstr_auroc,0.7914746870121427
cardio__n2000__ucsmote__seed2__budget20,cardio,2000,ucsmote,2,20,ok,lr_tstr_auroc,0.7864840119131467
cardio__n2000__ucsmote__seed3__budget20,cardio,2000,ucsmote,3,20,ok,lr_tstr_auroc,0.7852284910950174
cardio__n2000__ucsmote__seed4__budget20,cardio,2000,ucsmote,4,20,ok,lr_tstr_auroc,0.7822005819430471
cardio__n200__copula__seed0__budget0,cardio,200,copula,0,0,ok,lr_tstr_auroc,0.7669883014655677
cardio__n200__copula__seed1__budget0,cardio,200,copula,1,0,ok,lr_tstr_auroc,0.7399585069252268
cardio__n200__copula__seed2__budget0,cardio,200,copula,2,0,ok,lr_tstr_auroc,0.7342170356627055
cardio__n200__copula__seed3__budget0,cardio,200,copula,3,0,ok,lr_tstr_auroc,0.7063286388011882
cardio__n200__copula__seed4__budget0,cardio,200,copula,4,0,ok,lr_tstr_auroc,0.6140210576395291
cardio__n200__ctgan__seed0__budget20,cardio,200,ctgan,0,20,ok,lr_tstr_auroc,0.6716406070663207
cardio__n200__ctgan__seed1__budget20,cardio,200,ctgan,1,20,ok,lr_tstr_auroc,0.683350712930845
cardio__n200__ctgan__seed2__budget20,cardio,200,ctgan,2,20,ok,lr_tstr_auroc,0.38583852394727314
cardio__n200__ctgan__seed3__budget20,cardio,200,ctgan,3,20,ok,lr_tstr_auroc,0.416927421853852
cardio__n200__ctgan__seed4__budget20,cardio,200,ctgan,4,20,ok,lr_tstr_auroc,0.5714735539505482
cardio__n200__marginals__seed0__budget0,cardio,200,marginals,0,0,ok,lr_tstr_auroc,0.41671525851926816
cardio__n200__marginals__seed1__budget0,cardio,200,marginals,1,0,ok,lr_tstr_auroc,0.2961975456971578
cardio__n200__marginals__seed2__budget0,cardio,200,marginals,2,0,ok,lr_tstr_auroc,0.5689717980316075
cardio__n200__marginals__seed3__budget0,cardio,200,marginals,3,0,ok,lr_tstr_auroc,0.6787585685742266
cardio__n200__marginals__seed4__budget0,cardio,200,marginals,4,0,ok,lr_tstr_auroc,0.5593368969263337
cardio__n200__real_subsample__seed0__budget0,cardio,200,real_subsample,0,0,ok,lr_tstr_auroc,0.765843637826494
cardio__n200__real_subsample__seed1__budget0,cardio,200,real_subsample,1,0,ok,lr_tstr_auroc,0.7661794134463391
cardio__n200__real_subsample__seed2__budget0,cardio,200,real_subsample,2,0,ok,lr_tstr_auroc,0.775878028858132
cardio__n200__real_subsample__seed3__budget0,cardio,200,real_subsample,3,0,ok,lr_tstr_auroc,0.7799759077472351
cardio__n200__real_subsample__seed4__budget0,cardio,200,real_subsample,4,0,ok,lr_tstr_auroc,0.777011131268941
cardio__n200__smote__seed0__budget20,cardio,200,smote,0,20,ok,lr_tstr_auroc,0.7695514145474007
cardio__n200__smote__seed1__budget20,cardio,200,smote,1,20,ok,lr_tstr_auroc,0.7736826607943382
cardio__n200__smote__seed2__budget20,cardio,200,smote,2,20,ok,lr_tstr_auroc,0.7522187354183626
cardio__n200__smote__seed3__budget20,cardio,200,smote,3,20,ok,lr_tstr_auroc,0.7860740525956089
cardio__n200__smote__seed4__budget20,cardio,200,smote,4,20,ok,lr_tstr_auroc,0.7788390094168194
cardio__n200__tabddpm__seed0__budget20,cardio,200,tabddpm,0,20,ok,lr_tstr_auroc,0.7685694958594271
cardio__n200__tabddpm__seed1__budget20,cardio,200,tabddpm,1,20,ok,lr_tstr_auroc,0.7281596969501052
cardio__n200__tabddpm__seed2__budget20,cardio,200,tabddpm,2,20,ok,lr_tstr_auroc,0.713061487938445
cardio__n200__tabddpm__seed3__budget20,cardio,200,tabddpm,3,20,ok,lr_tstr_auroc,0.7455445291573973
cardio__n200__tabddpm__seed4__budget20,cardio,200,tabddpm,4,20,ok,lr_tstr_auroc,0.7642413617930979
cardio__n200__tvae__seed0__budget20,cardio,200,tvae,0,20,ok,lr_tstr_auroc,0.7701896086333415
cardio__n200__tvae__seed1__budget20,cardio,200,tvae,1,20,ok,lr_tstr_auroc,0.7643474740726446
cardio__n200__tvae__seed2__budget20,cardio,200,tvae,2,20,ok,lr_tstr_auroc,0.7546646341762071
cardio__n200__tvae__seed3__budget20,cardio,200,tvae,3,20,ok,lr_tstr_auroc,0.7396100170155158
cardio__n200__tvae__seed4__budget20,cardio,200,tvae,4,20,ok,lr_tstr_auroc,0.7457301006465635
cardio__n200__ucsmote__seed0__budget20,cardio,200,ucsmote,0,20,ok,lr_tstr_auroc,0.7340818519450945
cardio__n200__ucsmote__seed1__budget20,cardio,200,ucsmote,1,20,ok,lr_tstr_auroc,0.7007443818757166
cardio__n200__ucsmote__seed2__budget20,cardio,200,ucsmote,2,20,ok,lr_tstr_auroc,0.7614831670149117
cardio__n200__ucsmote__seed3__budget20,cardio,200,ucsmote,3,20,ok,lr_tstr_auroc,0.776349559624346
cardio__n200__ucsmote__seed4__budget20,cardio,200,ucsmote,4,20,ok,lr_tstr_auroc,0.7408835888599473
cardio__n5000__copula__seed0__budget0,cardio,5000,copula,0,0,ok,lr_tstr_auroc,0.7852026237396323
cardio__n5000__copula__seed1__budget0,cardio,5000,copula,1,0,ok,lr_tstr_auroc,0.7822660105358401
cardio__n5000__copula__seed2__budget0,cardio,5000,copula,2,0,ok,lr_tstr_auroc,0.7536403889438005
cardio__n5000__copula__seed3__budget0,cardio,5000,copula,3,0,ok,lr_tstr_auroc,0.7830397862987056
cardio__n5000__copula__seed4__budget0,cardio,5000,copula,4,0,ok,lr_tstr_auroc,0.7881042369319957
cardio__n5000__ctgan__seed0__budget20,cardio,5000,ctgan,0,20,ok,lr_tstr_auroc,0.7895541557727856
cardio__n5000__ctgan__seed1__budget20,cardio,5000,ctgan,1,20,ok,lr_tstr_auroc,0.7807221732970362
cardio__n5000__ctgan__seed2__budget20,cardio,5000,ctgan,2,20,ok,lr_tstr_auroc,0.7761448962922111
cardio__n5000__ctgan__seed3__budget20,cardio,5000,ctgan,3,20,ok,lr_tstr_auroc,0.7732539667768055
cardio__n5000__ctgan__seed4__budget20,cardio,5000,ctgan,4,20,ok,lr_tstr_auroc,0.7849426746751591
cardio__n5000__marginals__seed0__budget0,cardio,5000,marginals,0,0,ok,lr_tstr_auroc,0.4892856495626611
